REC_ID,REC_TYPE,MAINRECUSE,REC_NAME,PARK_ID,CIVIC_ADDRESS
504,6,GENERAL PLAYGROUND,FARRELL STREET PARK PLAYGROUND,513,"44 FARRELL ST, DARTMOUTH"
405,6,GENERAL PLAYGROUND,SALUKI DRIVE PARK PLAYGROUND,389,"15 SALUKI DR, BEAVER BANK"
406,6,GENERAL PLAYGROUND,DEVONPORT AVE PARK PLAYGROUND,388,"68 DEVONPORT AVE, FALL RIVER"
1147,6,GENERAL PLAYGROUND,MARY BETH BENEDICT MEMORIAL PARK PLAYGROUND,5101,"130 HALLMARK AVE, LOWER SACKVILLE"
595,6,GENERAL PLAYGROUND,PINECREST PARK PLAYGROUND,4005,"171 ALBRO LAKE RD, DARTMOUTH"
404,6,GENERAL PLAYGROUND,LAKECREST DRIVE PARK PLAYGROUND,137,"82 LAKECREST DR, MIDDLE SACKVILLE"
432,6,GENERAL PLAYGROUND,CHALAMONT DRIVE PARK PLAYGROUND,175,"23 CHALAMONT DR, HAMMONDS PLAINS"
528,6,GENERAL PLAYGROUND,GREEN ACRES PARK PLAYGROUND,409,"10 URSULA CRT, HALIFAX"
658,6,GENERAL PLAYGROUND,GEORGE DIXON CENTRE PARK PLAYGROUND,444,"2502 BRUNSWICK ST, HALIFAX"
727,6,GENERAL PLAYGROUND,MEADOWLANDS PARK PLAYGROUND,2324,"166 CHURCHILL DOWNS CIR, LOWER SACKVILLE"
506,6,GENERAL PLAYGROUND,MORRIS LAKE PARK PLAYGROUND,502,"320 SOUTHAMPTON DR, DARTMOUTH"
495,6,GENERAL PLAYGROUND,HALIFAX CHRISTIAN ACADEMY PLAYGROUND,3048,"30 CHARLES RD, TIMBERLEA"
647,6,GENERAL PLAYGROUND,HAVILL PARK PLAYGROUND,516,"43B FENWOOD RD, HALIFAX"
883,6,GENERAL PLAYGROUND,JABARU LANE PARK PLAYGOUND,3000,"15 JABARU LANE, TIMBERLEA"
925,6,GENERAL PLAYGROUND,CUTTER DRIVE PARK PLAYGROUND,4006,"41 CUTTER DR, HALIFAX"
474,6,GENERAL PLAYGROUND,KEARNEY LAKE BEACH PARK PLAYGROUND,160,"15 HAMSHAW DR, HALIFAX"
592,6,GENERAL PLAYGROUND,ROLEIKA DRIVE PARK PLAYGROUND,857,"225 ROLEIKA DR, DARTMOUTH"
508,6,GENERAL PLAYGROUND,KERRY DRIVE PARK PLAYGROUND,5015,"6 KERRY DR, LAWRENCETOWN"
737,6,GENERAL PLAYGROUND,STONE MOUNT DRIVE PARK PLAYGROUND,489,"81 STONE MOUNT DR, LOWER SACKVILLE"
514,6,GENERAL PLAYGROUND,ATHOLEA DRIVE PARK PLAYGROUND,89,"167 ATHOLEA DR, COLE HARBOUR"
591,6,GENERAL PLAYGROUND,LOCKS ROAD PARK PLAYGROUND,157,"32 LOCKS RD, DARTMOUTH"
438,6,GENERAL PLAYGROUND,LONG LAKE DRIVE PARK PLAYGROUND,415,"19 LONG LAKE DR, HAMMONDS PLAINS"
1567,5,NON STANDARD COURT,BEDFORD SOUTH SCHOOL PARK BASKETBALL HOOPS,5010,
1612,5,BASKETBALL HALF COURT,PORTERS LAKE ELEMENTARY SCHOOL PARK SPORTSCOURT,5198,
1649,5,BASKETBALL FULL COURT,LAKEVIEW CONSOLIDATED SCHOOL BASKETBALL COURT,5152,
416,6,GENERAL PLAYGROUND,MONTAGUE ESTATES PARK PLAYGROUND,398,"16 MONTAGUE DR, LAKE LOON"
577,6,GENERAL PLAYGROUND,MARY LAWSON PARK PLAYGROUND,526,"1 VALLEYFORD AVE, DARTMOUTH"
1514,5,BASKETBALL FULL COURT,MADELINE SYMONDS MIDDLE SCHOOL PARK BASKETBALL COURT,5004,
1446,5,BASKETBALL FULL COURT,SIR JOHN A. MACDONALD HIGH SCHOOL PARK BASKETBALL COURT,5048,
1165,5,BASKETBALL FULL COURT,LAKEFRONT CONSOLIDATED ELEMENTARY SCHOOL PARK GENERAL COURT,5097,
1181,5,NON STANDARD COURT,ATLANTIC VIEW ELEMENTARY SCHOOL PARK BASKETBALL HOOPS,5111,
1191,5,BASKETBALL FULL COURT,ADMIRAL WESTPHAL ELEMENTARY SCHOOL PARK BASKETBALL COURT,5160,
1171,5,BASKETBALL FULL COURT,ASH LEE JEFFERSON ELEMENTARY SCHOOL PARK BASKETBALL COURT,5019,
194,5,NON STANDARD COURT,BEAVER BANK MONARCH ELEMENTARY SCHOOL PARK BASKETBALL HOOP,211,
868,5,NON STANDARD COURT,SEAVIEW COMMUNITY PARK BASKETBALL HOOP,519,
1006,5,BASKETBALL HALF COURT,WELLINGTON FIRE HALL PARK BASKETBALL COURT,481,
646,5,HORSESHOE PIT,C. A. BECKETT PARK HORSESHOE PIT,5079,
64,5,TENNIS,CONNROSE PARK TENNIS COURT,1559,
892,5,BASKETBALL FULL COURT,BURTON ETTINGER SCHOOL PARK BASKETBALL COURT,4029,
1786,3,DIRT JUMP,CAMERON PARK BIKE FACILITY,2674,
437,6,GENERAL PLAYGROUND,RISING SUN TRAIL PARK PLAYGROUND,2845,"4 RISING SUN TRAIL, HAMMONDS PLAINS"
662,6,GENERAL PLAYGROUND,WESTWOOD PARK PLAYGROUND,3497,"3315 ROMANS AVE, HALIFAX"
1126,5,NON STANDARD COURT,WILLIAMSWOOD RECREATION PARK BASKETBALL HOOP,3234,
1551,6,GENERAL PLAYGROUND,LUCY COURT PARK PLAYGROUND,5131,"55 LUCY COURT, MIDDLE SACKVILLE"
583,6,GENERAL PLAYGROUND,ROBLEA DRIVE PARK PLAYGROUND,765,"9B ROBLEA DR, DARTMOUTH"
931,6,GENERAL PLAYGROUND,BROOKVIEW DRIVE PARK PLAYGROUND,2952,"61 BROOKVIEW DR, COLE HARBOUR"
542,6,GENERAL PLAYGROUND,SHREWSBURY ROAD PARK PLAYGROUND,3601,"103 SHREWSBURY RD, COLE HARBOUR"
614,6,GENERAL PLAYGROUND,NEWCASTLE STREET PARK PLAYGROUND,1251,"105 NEWCASTLE ST, DARTMOUTH"
608,6,GENERAL PLAYGROUND,CORNWALLIS PARK PLAYGROUND,3488,"1170 HOLLIS ST, HALIFAX"
188,6,GENERAL PLAYGROUND,TITUS SMITH PARK PLAYGROUND,1942,"44 VIMY AVE, HALIFAX"
706,6,GENERAL PLAYGROUND,WATERSTONE RUN PARK PLAYGROUND,413,"150 WATERSTONE RUN, HAMMONDS PLAINS"
535,6,GENERAL PLAYGROUND,WESTWIND RIDGE PARK PLAYGROUND,167,"130 WESTWIND RG, MIDDLE SACKVILLE"
968,6,GENERAL PLAYGROUND,SPRINGFIELD LAKE RECREATION PARK PLAYGROUND,218,"419 SPRINGFIELD LAKE RD, MIDDLE SACKVILLE"
1035,6,GENERAL PLAYGROUND,MOSER RIVER PARK PLAYGROUND,1243,"28888 HIGHWAY 7, MOSER RIVER"
1552,6,GENERAL PLAYGROUND,FRESHWATER TRAIL PARK PLAYGROUND,4004,"46 FRESHWATER TRAIL, DARTMOUTH"
413,6,GENERAL PLAYGROUND,EAST PRESTON PARK PLAYGROUND,440,"24 BROOKS DR, EAST PRESTON"
599,6,GENERAL PLAYGROUND,RAJEEVE PURBA MEMORIAL PARK PLAYGROUND,505,"31 CHINOOK CRT, DARTMOUTH"
1313,6,GENERAL PLAYGROUND,HAIL POND PARK PLAYGROUND,1526,"190 WALTER HAVILL DR, HALIFAX"
380,7,BEACH,LAKE BANOOK PRIVATE BEACH,55,
1484,7,BEACH,BLACK ROCK BEACH,360,
822,7,BEACH,ABENAKI AQUATIC CANOE CLUB BEACH,32,
792,7,BEACH,SILVER SANDS BEACH,1084,
1540,7,BEACH,NADINE DRIVE PARK BEACH,2810,
1066,7,BEACH,KIDSTON LAKE PARK BEACH,3224,
1775,6,GENERAL PLAYGROUND,GASTON ROAD PARK PLAYGROUND,1223,"43 GASTON RD, DARTMOUTH"
150,2,BASEBALL,CANADA GAMES (COMMON #9),1569,
1687,6,GENERAL PLAYGROUND,SACKVILLE LANDING PLAYGROUND,404,"1617 LOWER WATER ST, HALIFAX"
1732,7,BEACH,WEBBER'S BEACH,5187,
1753,5,BALL HOCKEY,CAVALIER DRIVE ELEMENTARY SCHOOL PARK BALL HOCKEY COURT,5045,
1039,5,NON STANDARD COURT,BILLY BOLLONG MEMORIAL PARK BASKETBALL HOOP,1112,
513,6,GENERAL PLAYGROUND,BASS COURT PARK PLAYGROUND,778,"1 BASS CRT, COLE HARBOUR"
711,6,GENERAL PLAYGROUND,LINCOLN CROSS PARK PLAYGROUND,2174,"66 LINCOLN CRSS, HALIFAX"
729,6,GENERAL PLAYGROUND,LEASIDE COMMUNITY PARK PLAYGROUND,2329,"35 REALTY AVE, LOWER SACKVILLE"
277,1,Soccer Field,EASTERN PASSAGE EDUCATION CENTRE SPORT FIELD,5002,
527,6,GENERAL PLAYGROUND,SHELDRAKE LAKE PARK PLAYGROUND,3222,"56 SHELDRAKE CRES, HUBLEY"
411,6,GENERAL PLAYGROUND,GRAND LAKE DRIVE PARK PLAYGROUND,2672,"39 GRAND LAKE DR, WELLINGTON"
703,6,GENERAL PLAYGROUND,GREENWOOD HEIGHTS PARK PLAYGROUND,3098,"124 GREENWOOD AVE, TIMBERLEA"
1507,6,GENERAL PLAYGROUND,BIRCH BEAR RUN PARK PLAYGROUND,3217,"423 BIRCH BEAR RUN, LEWIS LAKE"
1132,6,GENERAL PLAYGROUND,O'CONNELL DRIVE ELEMENTARY SCHOOL PARK PLAYGROUND,72,"40 OCONNELL DR, PORTERS LAKE"
723,6,GENERAL PLAYGROUND,HILLSIDE PARK ELEMENTARY SCHOOL PARK PLAYGROUND,5040,"15 HILLSIDE AVE, LOWER SACKVILLE"
689,6,GENERAL PLAYGROUND,RIDGEVALE DRIVE PARK 1 PLAYGROUND,3492,"409 RIDGEVALE DR, BEDFORD"
498,6,GENERAL PLAYGROUND,YEADON GREEN PARK PLAYGROUND,523,"20 NORTHCLIFFE DR, BROOKSIDE"
453,6,GENERAL PLAYGROUND,PARTRIDGE NEST DRIVE PARK PLAYGROUND,1406,"24 PARTRIDGE NEST DR, MINEVILLE"
1584,6,GENERAL PLAYGROUND,SOUTHGATE DRIVE PARK PLAYGROUND,5181,"460 SOUTHGATE DR, BEDFORD"
1595,6,GENERAL PLAYGROUND,NADIA DRIVE PARK PLAYGROUND,5188,"58 NADIA DR, DARTMOUTH"
1596,6,GENERAL PLAYGROUND,SUSSEX DRIVE PARK PLAYGROUND,5110,"163 SUSSEX DR, STILLWATER LAKE"
1599,6,GENERAL PLAYGROUND,MURRAY DRIVE PARK PLAYGROUND,5195,"73 MURRAY DRIVE, TANTALLON"
1542,7,BEACH,PETPESWICK LAKE PARK BEACH,644,
42,1,Football Field,WANDERERS GROUNDS SPORT FIELD,362,
186,1,Soccer Field,BASINVIEW DRIVE COMMUNITY SCHOOL SPORT FIELD,152,
661,6,GENERAL PLAYGROUND,ARDMORE PARK PLAYGROUND,1605,"2790 OXFORD ST, HALIFAX"
487,6,GENERAL PLAYGROUND,BEAUFORT DRIVE PARK PLAYGROUND,29,"14 BEAUFORT DR, COLE HARBOUR"
671,6,GENERAL PLAYGROUND,AFRICVILLE PARK PLAYGROUND,66,"5399 AFRICVILLE RD, HALIFAX"
1783,6,GENERAL PLAYGROUND,WILLARD CHRISTIE MEMORIAL PARK PLAYGROUND,3327,"244 ISLAND VIEW DR, BOUTILIERS POINT"
448,5,NON STANDARD COURT,LAKE ECHO COMMUNITY CENTRE BASKETBALL HOOP,457,
705,6,GENERAL PLAYGROUND,ARMCREST PARK PLAYGROUND,3377,"87 TALEEN DR, LOWER SACKVILLE"
722,6,GENERAL PLAYGROUND,CHAPAIS DRIVE PARK PLAYGROUND,2303,"44 CHAPAIS DR, LOWER SACKVILLE"
400,6,GENERAL PLAYGROUND,BEECHVILLE LAKESIDE TIMBERLEA SCHOOL PARK PLAYGROUND,3054,"22 JAMES ST, TIMBERLEA"
740,6,GENERAL PLAYGROUND,BASINVIEW DRIVE COMMUNITY SCHOOL PARK PLAYGROUND ,4040,"273 BASINVIEW DR, BEDFORD"
642,6,GENERAL PLAYGROUND,BEAVER BANK KINSAC PARK PLAYGROUND,431,"1701 BEAVER BANK RD, BEAVER BANK"
525,6,GENERAL PLAYGROUND,BEECHVILLE ESTATES PARK PLAYGROUND,518,"197 SHEPPARDS RUN, BEECHVILLE"
612,6,GENERAL PLAYGROUND,SOUTHDALE NORTH WOODSIDE ELEMENTARY SCHOOL PARK PLAYGROUND,129,"36 HASTINGS DR, DARTMOUTH"
1409,5,BASKETBALL FULL COURT,SIR CHARLES TUPPER ELEMENTARY SCHOOL PARK MINI BASKETBALL COURT,4014,
1408,5,NON STANDARD COURT,SAINT MARY'S ELEMENTARY SCHOOL PARK BASKETBALL COURT,5072,
500,6,GENERAL PLAYGROUND,BEECHVILLE LAKESIDE TIMBERLEA RECREATION PARK PLAYGROUND,433,"1492 ST MARGARETS BAY RD, LAKESIDE"
1419,5,NON STANDARD COURT,MILLWOOD ELEMENTARY SCHOOL PARK BASKETBALL HOOP,4037,
1423,5,BASKETBALL FULL COURT,A. J. SMELTZER JUNIOR HIGH SCHOOL PARK BASKETBALL COURT,5041,
1072,5,NON STANDARD COURT,ROCKINGSTONE HEIGHTS SCHOOL PARK BASKETBALL HOOPS,5082,
1042,6,GENERAL PLAYGROUND,CHERRY BROOK LAKE LOON PARK PLAYGROUND,5266,"371 CHERRY BROOK RD, LAKE LOON"
752,5,NON STANDARD COURT,TURNMILL DRIVE PARK BASKETBALL COURT,1899,
1170,5,BASKETBALL FULL COURT,UPPER MUSQUODOBOIT ELEMENTARY SCHOOL PARK BASKETBALL COURT,5115,
159,5,BASKETBALL FULL COURT,SPRINGVALE ELEMENTARY SCHOOL PARK BASKETBALL COURT,4018,
1093,5,BASKETBALL FULL COURT,CHEBUCTO HEIGHTS ELEMENTARY SCHOOL PARK BASKETBALL COURT,4017,
843,5,BASKETBALL FULL COURT,LAURA DRIVE PARK BASKETBALL COURT,503,
1454,5,TENNIS,CRICHTON PARK ELEMENTARY SCHOOL PARK TENNIS COURT,5060,
1163,5,BASKETBALL FULL COURT,DUNCAN MACMILLAN HIGH SCHOOL PARK BASKETBALL COURT,5117,
767,5,TENNIS,ABERDEEN COURT PARK TENNIS COURT,127,
1199,5,BASKETBALL FULL COURT,FLYING CLOUD DRIVE BASKETBALL COURT,1279,
1201,5,BASKETBALL FULL COURT,ROBERT KEMP TURNER ELEMENTARY SCHOOL PARK BASKETBALL COURT,5051,
1202,5,BASKETBALL FULL COURT,SIR ROBERT BORDEN JUNIOR HIGH SCHOOL PARK BASKETBALL COURT,5052,
997,5,BASKETBALL FULL COURT,FALL RIVER RECREATION CENTRE PARK BASKETBALL COURT,442,
998,5,NON STANDARD COURT,GEORGES P. VANIER JUNIOR HIGH SCHOOL PARK BASKETBALL HOOP - WEST,283,
1078,5,NON STANDARD COURT,HERRING COVE JUNIOR HIGH SCHOOL PARK BASKETBALL COURT,4023,
1092,5,NON STANDARD COURT,JOHN W. MACLEOD PARK BASKETBALL COURT,4015,
1075,5,BASKETBALL FULL COURT,J. L. ILSLEY HIGH SCHOOL PARK BASKETBALL COURT,4021,
1029,5,BASKETBALL HALF COURT,HEAD OF JEDDORE PARK BASKETBALL COURT,492,
356,5,BASKETBALL FULL COURT,EASTERN SHORE DISTRICT HIGH SCHOOL PARK SPORT FIELD,5165,
841,5,BASKETBALL FULL COURT,CLEMENT STREET PARK BASKETBALL COURT,140,
1213,5,BALL HOCKEY,HIGHLAND PARK JUNIOR HIGH SCHOOL PARK HOCKEY RINK,5061,
1028,5,BASKETBALL FULL COURT,ELDERBANK PARK BASKETBALL COURT,617,
893,5,BASKETBALL FULL COURT,CLAYTON PARK JUNIOR HIGH SCHOOL PARK BASKETBALL COURT,4031,
1023,5,BASKETBALL FULL COURT,HALIFAX WEST HIGH SCHOOL PARK BASKETBALL COURT,287,
818,5,BASKETBALL FULL COURT,JOSEPH HOWE ELEMENTARY SCHOOL PARK BASKETBALL COURT,5146,
1210,5,BASKETBALL FULL COURT,JOHN MACNEIL ELEMENTARY SCHOOL PARK BASKETBALL COURT,304,
1211,5,BASKETBALL FULL COURT,JOHN MARTIN JUNIOR HIGH SCHOOL PARK BASKETBALL COURT,906,
976,5,TENNIS,BUCKINGHAM DRIVE PARK TENNIS COURT,5088,
1101,5,BASKETBALL FULL COURT,NICHOLAS MEAGHERS PARK BASKETBALL COURT,2233,
274,5,NON STANDARD COURT,ELIZABETH SUTHERLAND SCHOOL PARK BASKETBALL COURT,4038,
1036,5,NON STANDARD COURT,SHEET HARBOUR LIONS RECREATION CENTRE PARK BASKETBALL HOOP,426,
1051,5,BASKETBALL FULL COURT,NATHAN SMITH RECREATION CENTRE BASKETBALL COURT,482,
797,5,NON STANDARD COURT,ST. JOSEPH'S-ALEXANDER MCKAY ELEMENTARY SCHOOL PARK BASKETBALL COURT,5063,
1501,5,BASKETBALL FULL COURT,RIDGECLIFF MIDDLE SCHOOL PARK BASKETBALL COURT,5007,
1127,5,TENNIS,BIG LATTER POND PARK TENNIS COURT,5089,
798,5,TENNIS,ST. MARY'S BOAT CLUB PARK TENNIS COURTS,469,
1176,5,BASKETBALL FULL COURT,LOCKVIEW HIGH SCHOOL PARK BASKETBALL COURT,5018,
410,6,GENERAL PLAYGROUND,OLDFIELD CONSOLIDATED ELEMENTARY SCHOOL PARK PLAYGROUND,5122,"72 HALLS RD, ENFIELD"
1428,5,NON STANDARD COURT,LESLIE THOMAS JUNIOR HIGH SCHOOL PARK BASKETBALL HOOP,5044,
641,1,Soccer Field,PURL E. GILBY SOCCER FIELD,16,
190,1,Soccer Field,MIC MAC SPORT FIELD #2,173,
318,2,BASEBALL,OAKFIELD PROVINCIAL PARK BALL DIAMOND,null,
62,2,BASEBALL,DAN C. MACDONALD MEMORIAL BALL DIAMOND,5039,
1674,7,BEACH,BROOKDALE CRESCENT BEACH,117,
1708,5,HORSESHOE PIT,TERENCE BAY RIVER PARK HORSESHOE PIT,3068,
1721,3,DIRT JUMP,MACDONALD SPORTS PARK BIKE JUMPS,3502,
1733,7,BEACH,FENERTY BEACH,411,
479,6,GENERAL PLAYGROUND,BRUCE DRIVE PARK PLAYGROUND,495,"111 BRUCE DR, LOWER SACKVILLE"
418,6,GENERAL PLAYGROUND,BEL AYR ELEMENTARY SCHOOL PARK PLAYGROUND,5108,"4 BELL ST, DARTMOUTH"
328,2,BASEBALL,DALE BENNETT MEMORIAL PARK BALL DIAMOND,172,
351,2,BASEBALL,GORDIE CROWELL MEMORIAL BALL DIAMOND,458,
887,2,BASEBALL,WEST DOVER PARK BALL DIAMOND,3422,
232,1,Soccer Field,W. D. PIERCEY PARK SOCCER FIELD,1956,
160,2,BASEBALL,JAMES MACPHEE MEMORIAL BALL DIAMOND,2875,
938,2,BASEBALL,WILLIAM ROSS PARK BALL DIAMOND,5173,
273,2,BASEBALL,LOU GODDARD MEMORIAL PARK BALL DIAMOND,1624,
333,2,BASEBALL,IRA SETTLE PARK BALL DIAMOND #2,3594,
142,2,BASEBALL,BILL ZINCK MEMORIAL BALL DIAMOND,5119,
223,2,BASEBALL,EDDIE LEBLANC BALL DIAMOND #1,2400,
228,2,BASEBALL,CHEVIOT HILLS PARK BALL DIAMOND,1322,
605,6,GENERAL PLAYGROUND,CATHERINE FURNESS PARK PLAYGROUND,1065,"19 FAIRBANKS ST, DARTMOUTH"
540,6,GENERAL PLAYGROUND,CEDAR CRESCENT PARK PLAYGROUND,176,"45 CEDAR CRES, COLE HARBOUR"
719,6,GENERAL PLAYGROUND,SACKVILLE CENTENNIAL ELEMENTARY SCHOOL PARK PLAYGROUND,5042,"2A GEORGE ST, LOWER SACKVILLE"
208,6,GENERAL PLAYGROUND,R. S. ALLEN MEMORIAL PARK PLAYGROUND,3269,"5688 ST MARGARETS BAY RD, HEAD OF ST MARGARETS BAY"
399,6,GENERAL PLAYGROUND,HOLLAND ROAD ELEMENTARY SCHOOL PARK PLAYGROUND,5166,"181 HOLLAND RD, FLETCHERS LAKE"
415,6,GENERAL PLAYGROUND,HUMBER PARK ELEMENTARY SCHOOL PARK PLAYGROUND,5134,"5 SMALLWOOD AVE, LAKE LOON"
907,5,BASKETBALL FULL COURT,JASON MACCULLOUGH MEMORIAL PARK BASKETBALL COURT,139,
221,5,BASKETBALL FULL COURT,CARROLLS CORNER COMMUNITY CENTRE PARK BASKETBALL COURT,425,
939,5,NON STANDARD COURT,AUBURN JOHN STEWART PARK BASKETBALL HOOPS,100,
1193,5,NON STANDARD COURT,ECOLE DU CARREFOUR PARK BASKETBALL COURT,3587,
166,5,TENNIS,MUSQUODOBOIT RURAL HIGH SCHOOL PARK TENNIS COURT,5157,
876,5,BASKETBALL FULL COURT,TIMBERLEA VILLAGE PARK BASKETBALL COURT,1466,
12,1,Soccer Field,DON BAYER PARK SOCCER FIELD,485,
213,1,Soccer Field,MUSQUODOBOIT VALLEY EDUCATION CENTRE PARK SPORT FIELD,5159,
1,1,Playfield (Non-regulation),LEMARCHANT-ST. THOMAS ELEMENTARY SCHOOL PARK PLAYFIELD,4010,
1657,6,GENERAL PLAYGROUND,HADLEY CRESCENT PARK PLAYGROUND,5225,"43 HADLEY CRES, HALIFAX"
966,7,BEACH,SPRINGFIELD LAKE RECREATION PARK PARK BEACH,3496,
747,7,BEACH,BIRCH COVE PARK BEACH,959,
785,7,BEACH,KIWANIS GRAHAM'S GROVE PARK BEACH,958,
293,1,Soccer Field,ST. AGNES JUNIOR HIGH SCHOOL PARK SPORT FIELD,4025,
84,1,Soccer Field,AUBURN DRIVE HIGH SCHOOL PARK SOCCER FIELD,5096,
16,1,Soccer Field,COLE HARBOUR DISTRICT HIGH SCHOOL PARK SPORT FIELD,5021,
476,6,GENERAL PLAYGROUND,DUTCH SETTLEMENT ELEMENTARY SCHOOL PARK PLAYGROUND,5162,"990 HWY 277, DUTCH SETTLEMENT"
72,2,BASEBALL,GORDON J. STEVENS BALL DIAMOND,600,
77,2,BASEBALL,BEECH HILL ROAD PARK BALL DIAMOND,387,
85,2,BASEBALL,CHOCOLATE LAKE COMMUNITY CENTRE PARK BALL DIAMOND,436,
162,2,BASEBALL,WAYNE MANUEL BALL DIAMOND,3076,
182,2,BASEBALL,EAST JEDDORE PARK BALL DIAMOND,1021,
255,2,BASEBALL,DUTCH SETTLEMENT PARK BALL DIAMOND,1302,
281,2,BASEBALL,GAETZ BROOK JUNIOR HIGH SCHOOL PARK BALL DIAMOND,5154,
878,3,DIRT JUMP,BIG HUBLEY LAKE ROAD PARK BIKE PARK,3245,
251,1,Playfield (Non-regulation),CHAIN LAKE PARK SOCCER FIELD,1516,
264,1,Soccer Field,ERIC GRAVES MEMORIAL JUNIOR HIGH SCHOOL PARK SPORT FIELD,5109,
272,1,Playfield (Non-regulation),CAPILANO COMMON PARK FIELD,177,
311,1,Soccer Field,GRAHAM CREIGHTON JUNIOR HIGH SCHOOL PARK SPORT FIELD,5127,
310,1,Soccer Field,HAROLD T. BARRETT JUNIOR HIGH SCHOOL PARK SPORT FIELD,5123,
202,1,Soccer Field,DARTMOUTH HIGH SCHOOL PARK SPORT FIELD,1210,
235,1,Soccer Field,SACKVILLE HIGH SCHOOL PARK SPORT FIELD,5043,
7,1,Soccer Field,MILLWOOD HIGH SCHOOL PARK SPORT FIELD,4036,
171,1,Soccer Field,PRINCE ANDREW HIGH SCHOOL PARK SPORT FIELD,5055,
1574,4,CONCRETE PARK,CAPTAIN WILLIAM SPRY CENTRE SKATEPARK,435,
225,2,BASEBALL,DARTMOUTH SOUTH ACADEMY PARK BALL DIAMOND #1,3598,
346,2,BASEBALL,HAWTHORN ELEMENTARY SCHOOL PARK BALL DIAMOND,5037,
110,2,BASEBALL,HAROLD SCHULTZ MEMORIAL BALL DIAMOND,3489,
314,2,BASEBALL,BISSETT LAKE PARK BALL DIAMOND #1,88,
253,2,BASEBALL,UPPER MUSQUODOBOIT PARK BALL DIAMOND,423,
1658,2,BASEBALL,LAPIERRE BALL DIAMOND,2854,
1131,3,DIRT JUMP,LEEWARD AVENUE PARK BIKE FACILITY,2904,
1662,6,GENERAL PLAYGROUND,MANSION AVENUE PARK PLAYGROUND,5238,"92 MANSION AVE, HALIFAX"
1684,6,GENERAL PLAYGROUND,HOLLYOAKE LANE PARK PLAYGROUND,396,"55 HOLLYOAKE LN, COLE HARBOUR"
1795,5,PICKLEBALL,BAKER DRIVE COMMUNITY PARK PICKLEBALL COURT,5224,
692,6,GENERAL PLAYGROUND,BILL DOMPIERRE MEMORIAL PARK PLAYGROUND,2050,"15 NOTTINGHAM ST, BEDFORD"
1835,6,GENERAL PLAYGROUND,ADMIRAL HARRY DEWOLF PARK PLAYGROUND,508,"150 WATERFRONT DR, BEDFORD"
1837,6,GENERAL PLAYGROUND,MOUNT ROYALE PARK PLAYGROUND,5185,"635 WASHMILL LAKE RD, HALIFAX"
1839,6,GENERAL PLAYGROUND,OAKMOUNT HOUSE PARK PLAYGROUND,260,"30 ROCKMANOR DR, BEDFORD"
1825,1,Playfield (Non-regulation),TOMAHAWK RUN PARK PLAYFIELD,2454,
38,1,BASEBALL,CORRECTIONAL CENTRE PARK BALL DIAMOND,2432,
1550,6,GENERAL PLAYGROUND,CANNON TERRACE PARK PLAYGROUND,5144,"130 CANNON TERR, DARTMOUTH"
1709,6,GENERAL PLAYGROUND,COVE ROAD PARK PLAYGROUND,3073,"3 COVE RD, PROSPECT"
1717,5,BASKETBALL FULL COURT,WHITE HILLS PARK BASKETBALL COURT,3348,
1840,6,GENERAL PLAYGROUND,BRADFORD PLACE PARK PLAYGROUND,5255,"112 BRADFORD PL, BEDFORD"
730,6,GENERAL PLAYGROUND,DR. GERALD J. LEBRUN MEMORIAL CENTRE PARK PLAYGROUND,451,"36 HOLLAND RD, BEDFORD"
521,6,GENERAL PLAYGROUND,MELROSE CRESCENT PARK PLAYGROUND,5058,"39 MELROSE CRES, EASTERN PASSAGE"
1009,6,GENERAL PLAYGROUND,MONARCH RIVENDALE PARK PLAYGROUND,2649,"277 RIVENDALE DR, BEAVER BANK"
1589,6,GENERAL PLAYGROUND,RIDDING ROAD PARK PLAYGROUND,5184,"73 RIDDING RD, EASTERN PASSAGE"
1656,6,GENERAL PLAYGROUND,OAKEN HILLS PARK PLAYGROUND,5032,"346 ABILENE AVE, WELLINGTON"
478,6,GENERAL PLAYGROUND,PETER BUCKLEY DRIVE PARK PLAYGROUND,1340,"35 PETER BUCKLEY DR, LOWER SACKVILLE"
724,6,GENERAL PLAYGROUND,WINDWOOD PARK PLAYGROUND,2317,"20 WINDWOOD DR, MIDDLE SACKVILLE"
517,6,GENERAL PLAYGROUND,FLANDRUM HILL ROAD PARK PLAYGROUND,1051,"2 FLANDRUM HILL RD, COW BAY"
1793,6,GENERAL PLAYGROUND,CASCADES COMMUNITY PLAYGROUND,5253,"EVANDALE LANE, BEDFORD"
1812,5,TENNIS,EISENHAUER PARK TENNIS COURTS,416,
606,6,GENERAL PLAYGROUND,KIWANIS PARK PLAYGROUND,497,"88 ALDERNEY DR, DARTMOUTH"
396,6,GENERAL PLAYGROUND,HIGH TIMBER DRIVE PARK PLAYGROUND,530,"239 HIGH TIMBER DR, UPPER TANTALLON"
550,6,GENERAL PLAYGROUND,BEDFORD VILLAGE PARK PLAYGROUND,507,"20 BEDFORD HILLS RD, BEDFORD"
1725,6,GENERAL PLAYGROUND,BELL BROOK PARK PLAYGROUND,5011,"110 BELLBROOK CRES, DARTMOUTH"
1726,6,GENERAL PLAYGROUND,SOUTHBROOK CRESCENT PARK PLAYGROUND,5029,"101 SOUTHBROOK CRES, DARTMOUTH"
