Year,Board Code,School Code,School Name,Telephone,Email,Mail Address Line 1
2018,54,1141,OYSTER POND ACADEMY,9028894300,OPA@HRCE.CA,10583 HWY 7
2018,54,970,PARK WEST SCHOOL,9024577800,PARKWEST@HRCE.CA,206 LANGBRAE DR
2018,54,1159,PORTERS LAKE ELEMENTARY SCHOOL,9028272525,PLES@HRCE.CA,40 INSPIRATION DR
2018,54,969,PORTLAND ESTATES ELEMENTARY SCHOOL,9024337100,PORTLAND@HRSB.NS.CA,45 PORTLAND HILLS DR
2018,54,533,PRINCE ANDREW HIGH SCHOOL,9024358452,PAH@HRSB.NS.CA,31 WOODLAWN RD
2018,54,282,PROSPECT ROAD ELEMENTARY SCHOOL,9028522441,PRES@HRSB.NS.CA,2199 PROSPECT RD
2018,54,938,RIDGECLIFF MIDDLE SCHOOL,9028764381,RMS@HRSB.NS.CA,35 BEECH TREE RUN
2018,54,359,ROBERT K. TURNER ELEMENTARY SCHOOL,9024645205,RKT@HRSB.NS.CA,141 CIRCASSION DR
2018,54,603,ROCKINGHAM ELEMENTARY SCHOOL,9024578986,ROCKINGHAM@HRCE.CA,31 TREMONT DR
2018,54,609,ROCKINGSTONE HEIGHTS SCHOOL,9024794452,RHES@HRCE.CA,1 REGAN DR
2018,54,1187,ROCKY LAKE JUNIOR HIGH SCHOOL,9028328952,RLJH@HRSB.NS.CA,670 ROCKY LAKE DR
2018,54,321,ROSS ROAD SCHOOL,9024628340,RRS@HRSB.NS.CA,336 ROSS RD
2018,54,311,SACKVILLE HEIGHTS ELEMENTARY SCHOOL,9028694700,SHES@HRCE.CA,1225 OLD SACKVILLE RD
2018,54,303,SACKVILLE HEIGHTS JUNIOR HIGH SCHOOL,9028693800,SHJH@HRCE.CA,956 SACKVILLE DR
2018,54,297,SACKVILLE HIGH SCHOOL,9028646700,SHS@HRCE.CA,1 KINGFISHER WAY
2018,54,581,SAINT MARY'S ELEMENTARY SCHOOL,9024216749,STMARYS@HRSB.NS.CA,5614 MORRIS ST
2018,54,295,SAMBRO ELEMENTARY SCHOOL,9028682717,SES@HRCE.CA,3725 OLD SAMBRO RD
2018,54,941,SEASIDE ELEMENTARY SCHOOL,9024657600,SEASIDE@HRSB.NS.CA,1881 CALDWELL RD
2018,54,534,SHANNON PARK ELEMENTARY SCHOOL,9024642084,SPES@HRCE.CA,75 IROQUOIS DR
2018,54,287,SHATFORD MEMORIAL ELEMENTARY SCHOOL,9028574200,SMES@HRSB.NS.CA,10089 ST. MARGARET'S BAY RD
2018,54,589,SIR CHARLES TUPPER SCHOOL,9024216775,TUPPER@HRCE.CA,1930 CAMBRIDGE ST
2018,54,277,SIR JOHN A. MACDONALD HIGH SCHOOL,9028263222,SJA@HRSB.NS.CA,31 SCHOLARS RD
2018,54,320,SIR ROBERT BORDEN JUNIOR HIGH SCHOOL,9024645140,SRBJH@HRSB.NS.CA,16 EVERGREEN DR
2018,54,355,SMOKEY DRIVE ELEMENTARY SCHOOL,9028646838,SDES@HRSB.NS.CA,241 SMOKEY DR
2018,54,535,SOUTH WOODSIDE SCHOOL,9024642090,SWES@HRSB.NS.CA,5 EVERETTE ST
2018,54,593,SPRINGVALE ELEMENTARY SCHOOL,9024794606,SPRVALE@HRCE.CA,92 DOWNS AVE
2018,54,575,ST. AGNES JUNIOR HIGH SCHOOL,9024935132,STAGNES@HRCE.CA,6981 MUMFORD RD
2018,54,577,ST. CATHERINE'S ELEMENTARY SCHOOL,9024935143,STCATH@HRSB.NS.CA,3299 CONNOLLY ST
2018,54,580,ST. JOSEPH'S-ALEXANDER MCKAY ELEMENTARY SCHOOL,9024935180,SJAM@HRSB.NS.CA,5389 RUSSELL ST
2018,54,940,ST. MARGARET'S BAY ELEMENTARY SCHOOL,9028263300,SMBE@HRSB.NS.CA,24 RIDGEWOOD DR
2018,54,586,ST. STEPHEN'S ELEMENTARY SCHOOL,9024935155,SSES@HRCE.CA,3669 HIGHLAND AVE
2018,54,299,SUNNYSIDE ELEMENTARY SCHOOL,9028328983,SUNNYSIDE@HRCE.CA,210 EAGLEWOOD DR
2018,54,307,SYCAMORE LANE ELEMENTARY SCHOOL,9028646730,SLES@HRSB.NS.CA,69 SYCAMORE LANE
2018,54,85,TALLAHASSEE COMMUNITY SCHOOL,9024658650,TCS@HRSB.NS.CA,168 REDOUBT WAY
2018,54,1186,TANTALLON JUNIOR ELEMENTARY SCHOOL,9028261204,TANTALLONJR@HRCE.CA,1 FRENCH VILLAGE STN RD
2018,54,284,TANTALLON SENIOR ELEMENTARY SCHOOL,9028261200,TANTALLON@HRSB.CA,3 FRENCH VILLAGE STN RD
2018,54,349,UPPER MUSQUODOBOIT CONSOLIDATED ELEMENTARY SCHOOL,9025682285,UMCS@HRSB.NS.CA,8416 HWY 224
2018,54,1157,WAVERLEY MEMORIAL ELEMENTARY SCHOOL,9028604150,WMLCS@HRCE.CA,2393 ROCKY LAKE DR
2018,54,591,WESTMOUNT ELEMENTARY SCHOOL,9024935164,WMOUNT@HRCE.CA,6700 EDWARD ARAB AVE
2018,54,294,WILLIAM KING ELEMENTARY SCHOOL,9024794200,WKES@HRSB.NS.CA,91 ST. PAUL'S AVE
2018,55,63,ALDERSHOT ELEMENTARY SCHOOL,9026903820,AES@AVRCE.CA,446 ALDERSHOT RD
2018,55,746,ANNAPOLIS EAST ELEMENTARY SCHOOL,9028255330,AEES@AVRCE.CA,PO BOX 640
2018,55,133,ANNAPOLIS WEST EDUCATION CENTRE,9025323150,AWEC@AVRCE.CA,PO BOX 399
2018,55,993,AVON VIEW HIGH SCHOOL,9027926740,AVHS@AVRCE.CA,PO BOX 700
2018,55,75,BERWICK AND DISTRICT SCHOOL,9025384720,BADS@AVRCE.CA,PO BOX 40
2018,55,1192,BRIDGETOWN REGIONAL COMMUNITY SCHOOL,9026655400,BRCS@AVRCE.CA,25 CROMWELL CRT
2018,55,363,BROOKLYN DISTRICT ELEMENTARY SCHOOL,9027574120,BDES@AVRCE.CA,8008 HWY 14
2018,55,58,CAMBRIDGE AND DISTRICT ELEMENTARY SCHOOL,9025384680,CADS@AVRCE.CA,6113 HWY 1
2018,55,67,CENTRAL KINGS RURAL HIGH SCHOOL,9025384700,CK@AVRSB.CA,6125 HWY 1
2018,55,965,CHAMPLAIN ELEMENTARY SCHOOL,9025323270,CES@AVRCE.CA,PO BOX 130
2018,55,141,CLARK RUTHERFORD MEMORIAL SCHOOL,9026384800,CRMS@AVRCE.CA,PO BOX 70
2018,55,732,COLDBROOK AND DISTRICT SCHOOL,9026903830,CBDS@AVRSB.CA,2305 ENGLISH MOUNTAIN RD
2018,55,366,DR. ARTHUR HINES ELEMENTARY SCHOOL,9026336300,DAHES@AVRCE.CA,75 MUSGRAVE RD
2018,55,65,DWIGHT ROSS ELEMENTARY SCHOOL,9027657510,DRES@AVRCE.CA,PO BOX 1420
2018,55,753,EVANGELINE MIDDLE SCHOOL,9026814910,EMS@AVRSB.CA,9387 COMMERCIAL ST
2018,55,362,FALMOUTH DISTRICT SCHOOL,9027926710,FDS@AVRCE.CA,PO BOX 40
2018,55,60,GASPEREAU VALLEY ELEMENTARY SCHOOL,9025426090,GVES@AVRCE.CA,2781 GREENFIELD RD
2018,55,59,GLOOSCAP ELEMENTARY SCHOOL,9025822010,GES@AVRCE.CA,1017 J JORDAN RD RR5
2018,55,24,HANTSPORT SCHOOL,9026844000,HS@AVRCE.CA,PO BOX 392
2018,55,998,HIGHBURY EDUCATION CENTRE,9026814930,HEC@AVRCE.CA,26 HIGHBURY RD
2018,55,70,HORTON HIGH SCHOOL,9025426060,HHS@AVRCE.CA,75 GREENWICH RD S
2018,55,1158,KINGS COUNTY ACADEMY,9026903850,KCA@AVRCE.CA,35 GARY PEARL DR
2018,55,379,KINGS COUNTY ADULT HIGH SCHOOL,9026814930,KCAHS@AVRCE.CA,26 HIGHBURY RD
2018,55,62,KINGSTON & DISTRICT SCHOOL,9027657530,KINGSTON@AVRCE.CA,PO BOX 295
2018,55,61,L.E. SHAW ELEMENTARY SCHOOL,9025426900,LESES@AVRCE.CA,486 OAK ISLAND RD
2018,55,129,LAWRENCETOWN CONSOLIDATED SCHOOL,9025844500,LCS@AVRCE.CA,RR 1 10 MIDDLE RD
2018,55,1108,LAWRENCETOWN EDUCATION CENTRE,9025844524,LEC@AVRCE.CA,RR 1 10 MIDDLE RD
2018,55,712,MIDDLETON REGIONAL HIGH SCHOOL,9028255350,MRHS@AVRCE.CA,18 GATES AVE
2018,55,73,NEW MINAS ELEMENTARY SCHOOL,9026814900,NMES@AVRCE.CA,34 JONES RD
2018,55,967,NORTHEAST KINGS EDUCATION CENTRE,9025822040,NKEC@AVRCE.CA,1816 BAINS RD
2018,55,966,PINE RIDGE MIDDLE SCHOOL,9027657570,PRMS@AVRCE.CA,625 PINE RIDGE AVE
2018,55,72,PORT WILLIAMS ELEMENTARY SCHOOL,9025426074,PWES@AVRCE.CA,1261 BELCHER ST
2018,55,55,SOMERSET AND DISTRICT ELEMENTARY SCHOOL,9025384670,SDES@AVRCE.CA,4339 BROOKLYN ST
2018,55,54,ST. MARY'S ELEMENTARY SCHOOL,9028474400,SMES@AVRCE.CA,PO BOX 249
2018,55,360,THREE MILE PLAINS DISTRICT SCHOOL,9027926720,TMPDS@AVRCE.CA,RR 2 4555 HWY 1
2018,55,1110,WEST HANTS EDUCATION CENTRE,9027926750,WHEC@AVRCE.CA,94 WENTWORTH RD
2018,55,994,WEST HANTS MIDDLE SCHOOL,9027574100,WHMS@AVRCE.CA,8009 HWY 14
2018,55,71,WEST KINGS DISTRICT HIGH SCHOOL,9028474440,WKDHS@AVRCE.CA,1941 HWY 1
2018,55,376,WINDSOR ADULT HIGH SCHOOL,9027926751,WAHS@AVRCE.CA,PO BOX 369
2018,55,699,WINDSOR ELEMENTARY SCHOOL,9027926770,WES@AVRCE.CA,PO BOX 1057
2018,55,361,WINDSOR FORKS DISTRICT SCHOOL,9027926700,WFDS@AVRCE.CA,120 SANGSTER BRIDGE RR 3
2018,55,81,WOLFVILLE SCHOOL,9025426050,WS@AVRCE.CA,19 ACADIA ST
2018,57,1155,CENTRE SCOLAIRE DE LA RIVE-SUD,9025275110,ERS@CSAP.CA,20 CH PETITE EVANGELINE
2018,57,387,CENTRE SCOLAIRE ÉTOILE DE L'ACADIE,9025633900,CSEA@CSAP.CA,15 RUE INGLIS
2018,57,145,ÉCOLE ACADIENNE DE POMQUET,9023865700,EAP@CSAP.CA,791 RUE TAYLOR
2018,57,433,ÉCOLE ACADIENNE DE TRURO,9028964500,EAT@CSAP.CA,50 RUE ABERDEEN
2018,57,947,ÉCOLE BEAUBASSIN,9024576810,EBB@CSAP.CA,54 BOUL LARRY UTECK
2018,57,982,ÉCOLE BEAU-PORT,9022265200,EBP@CSAP.CA,CP 1500
2018,57,744,ÉCOLE BELLEVILLE,9026485920,EBLV@CSAP.CA,CP 254
2018,57,948,ÉCOLE BOIS-JOLI,9024337070,EBJ@CSAP.CA,211 AV DU PORTAGE
2018,57,1173,ÉCOLE DES BEAUX-MARAIS,9028274621,EBM@CSAP.CA,5261 AUTOROUTE 7
2018,57,68,ÉCOLE DU CARREFOUR,9024337000,ECGH@CSAP.CA,201A AV DU PORTAGE
2018,57,1188,ÉCOLE DU GRAND-PORTAGE,9028646242,EGP@CSAP.CA,100 STOKIL DR
2018,57,217,ÉCOLE JOSEPH-DUGAS,9027695430,EJD@CSAP.CA,450 CH PATRICE
2018,57,1197,ÉCOLE MER ET MONDE,9024802180,EMM@CSAP.CA,5750 RUE ATLANTIC
2018,57,378,ÉCOLE NDA,9022245300,ENDA@CSAP.CA,CP 100
2018,57,156,ÉCOLE PUBNICO-OUEST,9027624400,EPO@CSAP.CA,CP 40
2018,57,57,ÉCOLE ROSE-DES-VENTS,9027657100,ERDV@CSAP.CA,CP 119
2018,57,225,ÉCOLE SECONDAIRE DE CLARE,9027695400,ESDC@CSAP.CA,80 CH PLACIDE COMEAU
2018,57,980,ÉCOLE SECONDAIRE DE PAR-EN-BAS,9026485900,ESPB@CSAP.CA,CP 178
2018,57,1152,ÉCOLE SECONDAIRE DU SOMMET,9028324302,ESS@CSAP.CA,500 BOUL LARRY UTECK
2018,57,219,ÉCOLE STELLA-MARIS,9026455500,ESM@CSAP.CA,CP 408
2018,57,160,ÉCOLE WEDGEPORT,9026635000,EWDG@CSAP.CA,44 CH DITCHER
2018,58,925,ASPOTOGAN CONSOLIDATED ELEMENTARY SCHOOL,9028572600,ACES@SSRSB.CA,105 PARKWOOD DR
2018,58,926,BAYVIEW COMMUNITY SCHOOL,9026242120,BCS@SSRSB.CA,PO BOX 160
2018,58,405,BIG TANCOOK ELEMENTARY SCHOOL,9022288300,BTES@SSRSB.CA,36 SCHOOL RD
2018,58,1156,BLUENOSE ACADEMY,9026342200,BA@SSRSB.CA,PO BOX 1210
2018,58,509,BRIDGEWATER ELEMENTARY SCHOOL,9025418240,BES@SSRSB.CA,130 YORK ST
2018,58,508,BRIDGEWATER JUNIOR HIGH SCHOOL,9025418260,BJHS@SSRSB.CA,100 YORK ST
2018,58,216,CHESTER AREA MIDDLE SCHOOL,9022752720,CAMS@SSRSB.CA,PO BOX 440
2018,58,207,CHESTER DISTRICT ELEMENTARY SCHOOL,9022752750,CDES@SSRSB.CA,PO BOX 368
2018,58,386,DR. JOHN C. WICKWIRE ACADEMY,9023547660,DJCWA@SSRSB.CA,311 PORT MOUTON RD
2018,58,80,FOREST HEIGHTS COMMUNITY SCHOOL,9022752700,FHCS@SSRSB.CA,PO BOX 29
2018,58,1150,GREENFIELD ELEMENTARY SCHOOL,9026855400,GES@SSRSB.CA,5060 HWY 210
2018,58,917,HEBBVILLE ACADEMY,9025418280,HA@SSRSB.CA,16147 HWY 3
2018,58,710,LIVERPOOL REGIONAL HIGH SCHOOL,9023547600,LRHS@SSRSB.CA,PO BOX 1266
2018,58,397,NEW GERMANY ELEMENTARY SCHOOL,9026445020,NGES@SSRSB.CA,150 SCHOOL ST
2018,58,402,NEW GERMANY RURAL HIGH SCHOOL,9026445000,NGRHS@SSRSB.CA,44 SCHOOL ST
2018,58,214,NEW ROSS CONSOLIDATED SCHOOL,9026896100,NRCS@SSRSB.CA,PO BOX 10
2018,58,404,NEWCOMBVILLE ELEMENTARY SCHOOL,9025418230,NES@SSRSB.CA,4220 HWY 325
2018,58,459,NORTH QUEENS COMMUNITY SCHOOL,9026823500,NQCS@SSRSB.CA,PO BOX 184
2018,58,409,PARK VIEW EDUCATION CENTRE,9025418200,PVEC@SSRSB.CA,1485 KING ST
2018,58,400,PENTZ ELEMENTARY SCHOOL,9026883210,PES@SSRSB.CA,PO BOX 88
2018,58,401,PETITE RIVIÈRE ELEMENTARY SCHOOL,9026883200,PRES@SSRSB.CA,123 WENTZELL RD
2018,58,1185,SOUTH QUEENS MIDDLE SCHOOL,9023547640,SQMS@SSRSB.CA,PO BOX 1288
2018,58,1171,SSRCE ADULT HIGH SCHOOL,9023547630,SSILC@SSRCE.CA,PO BOX 1974
2018,58,1172,SSRCE ALTERNATE PROGRAMS,9026242101,SSILC@SSRSB.CA,45 SCHOOL ST
2018,58,394,WEST NORTHFIELD ELEMENTARY SCHOOL,9025418220,WNES@SSRSB.CA,6 VICTORIA ACRES DR
2018,59,167,BARRINGTON MUNICIPAL HIGH SCHOOL,9026374310,BMHS@TCRSB.CA,536 OAK PARK RD
2018,59,497,CARLETON CONSOLIDATED SCHOOL,9027614200,CCES@TCRCE.CA,4014 HWY 340
2018,59,511,CLARK'S HARBOUR ELEMENTARY SCHOOL,9027453710,CHES@TCRCE.CA,PO BOX 130
2018,59,541,DIGBY ELEMENTARY SCHOOL,9022457550,DES@TCRCE.CA,PO BOX 1538
2018,59,257,DIGBY NECK CONSOLIDATED SCHOOL,9028346600,DNCES@TCRSB.CA,RR 1
2018,59,709,DIGBY REGIONAL HIGH SCHOOL,9022457500,DRHS@TCRCE.CA,PO BOX 1660
2018,59,981,DRUMLIN HEIGHTS CONSOLIDATED SCHOOL,9026436000,DHCS@TCRCE.CA,RR 1
2018,59,733,EVELYN RICHARDSON MEMORIAL ELEMENTARY SCHOOL,9027233800,ERMES@TCRCE.CA,PO BOX 160
2018,59,927,FOREST RIDGE ACADEMY,9026374340,FRA@TCRCE.CA,PO BOX 128
2018,59,79,HILLCREST ACADEMY,9028755300,HIA@TCRCE.CA,PO BOX 40
2018,59,259,ISLANDS CONSOLIDATED SCHOOL,9028396300,ICS@TCRCE.CA,PO BOX 80
2018,59,624,LOCKEPORT ELEMENTARY SCHOOL,9026567100,LES@TCRCE.CA,PO BOX 280
2018,59,711,LOCKEPORT REGIONAL HIGH SCHOOL,9026567110,LHS@TCRCE.CA,PO BOX 129
2018,59,410,MAPLE GROVE EDUCATION CENTRE,9027495160,MGEC@TCRCE.CA,52 GROVE MEMORIAL DR
2018,59,928,MEADOWFIELDS COMMUNITY SCHOOL,9027492880,MCS@TCRCE.CA,106 PROSPECT ST
2018,59,199,PLYMOUTH SCHOOL,9026632000,PS@TCRCE.CA,RR 1
2018,59,498,PORT MAITLAND CONSOLIDATED SCHOOL,9026494400,PMCES@TCRCE.CA,PO BOX 70
2018,59,716,SHELBURNE REGIONAL HIGH SCHOOL,9028754900,SRHS@TCRCE.CA,PO BOX 10
2018,59,977,ST. MARY'S BAY ACADEMY,9028372340,SMBA@TCRCE.CA,RR 1
2018,59,256,WEYMOUTH CONSOLIDATED SCHOOL,9028372310,WCS@TCRCE.CA,PO BOX 400
2018,59,704,YARMOUTH CENTRAL SCHOOL,9027492860,YCES@TCRCE.CA,53 PARADE ST
2018,59,1178,YARMOUTH CONSOLIDATED MEMORIAL HIGH SCHOOL,9027492810,YCMHS@TCRCE.CA,146 FOREST ST
2019,51,96,Baddeck Academy,,barbmac@gnspes.ca,PO Box 310
2019,51,93,Boularderie Elementary School,,laveryb1@gnspes.ca,12065 Kempt Rd
2019,51,101,Bras d'Or Elementary School,,kubleks@gnspes.ca,10 Alder Pt. Rd
2019,51,640,Breton Education Centre,,daucoin@gnspes.ca,667 8th St
2019,51,995,Brookland Elementary School,,jlively@gnspes.ca,153 Cottage Rd
2019,51,107,Cabot Education Centre,,simmsdj@gnspes.ca,32039 Cabot Trail
2019,51,962,Cape Smokey Elementary School,,hardym2@gnspes.ca,PO Box 269
2019,51,1169,CBVRCE Adult High School,,hpatters@gnspes.ca,290 Whitney Ave
2019,51,186,Coxheath Elementary School,,tleblan1@gnspes.ca,30 Mt. Florence St
2019,51,1101,Cusack School,,orychoa1@gnspes.ca,500 Birch Hill Dr
2019,51,996,Donkin School,,jacksonbm@gnspes.ca,81 Centre Ave
2019,51,98,Dr. T.L. Sullivan School,,yorkec1@gnspes.ca,256 Park Rd
2019,51,1153,Ferrisview Elementary School,,boutj@gnspes.ca,83 Archibald Ave
2019,51,416,Glace Bay Elementary School,,shepardr@gnspes.ca,135 Brookside St
2019,51,8,Glace Bay High School,,gbh@gnspes.ca,201 Reserve St
2019,51,963,Greenfield Elementary School,,macdous13@gnspes.ca,25 James St
2019,51,964,Harbourside Elementary School,,dbeaton@gnspes.ca,15 Church St
2019,51,549,John Bernard Croak V.C. Memorial School,,rmuller@gnspes.ca,10 Second St
2019,51,960,Jubilee Elementary School,,imackaycarroll@gnspes.ca,755 Main St
2019,51,202,Malcolm Munroe Middle School,,smcampbell@gnspes.ca,125 Kenwood Dr
2019,51,183,Marion Bridge School,,ruthclarke@gnspes.ca,3845 Gabarus Hwy
2019,51,82,Memorial Composite High School,,nicholc7@gnspes.ca,300 Memorial Dr
2019,51,83,Middle River Consolidated,,rcordy@gnspes.ca,2248 Cabot Trail
2019,51,997,Mountainview Elementary School,,paul3@gnspes.ca,21 Delta Dr
2019,51,961,North Highlands Elementary School,,angelacurrie@gnspes.ca,1363 Bay St. Lawrence Rd
2019,51,1154,Oceanview Education Centre,,goneill@gnspes.ca,60 Wallaces Rd
2019,51,1142,Rankin School of the Narrows,,macneilt@gnspes.ca,4144 Hwy 223
2019,51,973,Riverside School,,browns5@gnspes.ca,7430 Hornes Rd
2019,51,203,Riverview High School,,joemc@gnspes.ca,57 Coxheath Rd
2019,51,182,Robin Foote Elementary School,,lastephen@gnspes.ca,125 Sunnydale Dr
2019,51,113,Seton Elementary School,,briggsj1@gnspes.ca,25 Wilkie Ave
2019,51,646,Sherwood Park Education Centre,,gartland@gnspes.ca,500 Terrace St
2019,51,972,Shipyard Elementary School,,oliverg@gnspes.ca,30 Mt. Kemmel St
2019,51,561,St. Anne's Elementary School,,tettinger@gnspes.ca,30 Official Row
2019,51,688,Sydney Academy,,kdeveaux@gnspes.ca,49 Terrace St
2019,51,117,Sydney Mines Middle School,,lisaml@gnspes.ca,596 Main St
2019,51,185,Sydney River Elementary School,,kmcnenly@gnspes.ca,35 Phillips St
2019,51,175,Tompkins Memorial Elementary School,,mcleodm2@gnspes.ca,60 Main St
2019,51,667,Whitney Pier Memorial Middle School,,delm@gnspes.ca,199 Jamieson St
2019,52,934,Antigonish Education Centre,,april.weaver@srce.ca,30 Appleseed Dr
2019,52,932,Bayview Education Centre,,lisa.maceachern@srce.ca,PO Box 148
2019,52,974,Cape Breton Highlands Education Centre/Academy,,angela.mackinnon@srce.ca,PO Box 3
2019,52,986,Chedabucto Ed Centre/Guysborough Academy,,barbara.avery@srce.ca,PO Box 19
2019,52,930,Dalbrae Academy,,carol.smith@srce.ca,PO Box 220
2019,52,707,Dr. John Hugh Gillis Regional High,,jack.macdonald@srce.ca,105 Braemore Ave
2019,52,975,East Antigonish Education Centre/Academy,,richard.britten@srce.ca,10128 Rte 4
2019,52,484,East Richmond Education Centre,,sonya.sauve@srce.ca,PO Box 219
2019,52,266,Fanning Education Centre/Canso Academy,,jeff.george@srce.ca,129 Tickle Rd
2019,52,471,Felix Marchand Education Centre,,lois.landry@srce.ca,PO Box 767
2019,52,143,H.M. MacDonald Elementary School,,trevor.macisaac@srce.ca,RR3 2811 Hwy 245
2019,52,1106,Inverness Education Centre/Academy,,peter.goosens@srce.ca,PO Box 580
2019,52,390,Pleasant Bay School,,angela.mackinnon@srce.ca,456 Pleasant Bay Rd
2019,52,931,Richmond Education Centre/Academy,,lois.landry@srce.ca,PO Box 599
2019,52,152,St. Andrew Junior School,,glenn.austen@srce.ca,2 Appleseed Dr
2019,52,149,St. Andrews Consolidated School,,kirk.johnstone@srce.ca,3892 Hwy 316
2019,52,1160,St. Mary's Education Centre/Academy,,mike.macisaac@srce.ca,PO Box 292
2019,52,655,Strait Area Education and Recreation Centre,,rob.allen@srce.ca,304 Pitt St Unit 1
2019,52,936,Tamarac Education Centre,,melaniem.macdonald@srce.ca,57 Tamarac Dr
2019,52,388,Whycocomagh Education Centre,,rick.welton@srce.ca,PO Box 160
2019,53,639,A. G. Baillie Memorial School,,mcneilap@ccrce.ca,477 Victoria Ave Ext
2019,53,248,Advocate District School,,dickinsond@ccrce.ca,PO Box 62
2019,53,705,Amherst Regional High School,,stubberta@ccrce.ca,190 Willow St
2019,53,1194,Bible Hill Consolidated School,,fougerekj@ccrce.ca,103 Pictou Rd
2019,53,7,Bible Hill Junior High School,,thomsontw@ccrce.ca,741 College Rd
2019,53,16,Brookfield Elementary School,,weatherbeekl@ccrce.ca,233 Hwy 289
2019,53,1198,CCRCE Alternate High School,,callaghank@ccrce.ca,PO Box 10
2019,53,20,Central Colchester Junior High School,,macphersonc@ccrce.ca,61 Onslow Rd
2019,53,27,Chiganois Elementary School,,harnishk@ccrce.ca,11145 Hwy 2
2019,53,14,Cobequid Consolidated Elementary School,,mcinnisnd@ccrce.ca,2998 Hwy 236
2019,53,36,Cobequid District Elementary School,,eikelenboomn@ccrce.ca,8993 Hwy 354
2019,53,44,Cobequid Educational Centre,,kaulbachw@ccrce.ca,34 Lorne St
2019,53,1104,Cumberland North Academy,,wellsk@ccrce.ca,RR3
2019,53,230,Cyrus Eaton Elementary School,,wellsse@ccrce.ca,PO Box 129
2019,53,28,Debert Elementary School,,coxbl@ccrce.ca,PO Box 279
2019,53,408,Dr. W.A. MacLeod Consolidated School,,staceyrl@ccrce.ca,6193 Trafalgar Rd
2019,53,750,E. B. Chandler Junior High School,,beeds@ccrce.ca,PO Box 790
2019,53,432,East Pictou Middle School,,doylenm@ccrce.ca,163 School Rd
2019,53,31,Elmsdale District Elementary School,,langilleld@ccrce.ca,75 MacMillan Dr
2019,53,30,Enfield District School,,knolt@ccrce.ca,29 Catherine St
2019,53,414,F.H. MacDonald Elementary School,,doylenm@ccrce.ca,123 School Rd
2019,53,665,G.R. Saunders Elementary School,,cormierel@ccrce.ca,PO Box 1030
2019,53,26,Great Village Elementary School,,fultzs@ccrce.ca,8849 Hwy 2
2019,53,42,Hants East Rural High School,,smithmt@ccrce.ca,2331 Hwy 2
2019,53,41,Hants North Rural High School,,peverilmf@ccrce.ca,4369 Hwy 236
2019,53,1145,Harmony Heights Elementary School,,fitzgeraldd@ccrce.ca,25 Cedar Dr
2019,53,15,Hilden Elementary School,,kaulbachl@ccrce.ca,1737 Truro Rd
2019,53,661,Junction Road Elementary School,,maddisonalicks@ccrce.ca,PO Box 2139
2019,53,38,Kennetcook District Elementary School,,peverilmf@ccrce.ca,4369 Hwy 236
2019,53,949,Maple Ridge Elementary School,,isenorr@ccrce.ca,1066 Hwy 2
2019,53,971,McCulloch Education Centre,,mcneillfa@ccrce.ca,350 Wellington St
2019,53,1189,New Glasgow Academy,,francisa@ccrce.ca,93 Albert St
2019,53,988,North Nova Education Centre,,lewislk@ccrce.ca,343 Park St
2019,53,9,North River Elementary School,,bishopameroha@ccrce.ca,80 Mountain Lee Rd
2019,53,231,Northport Consolidated Elementary School,,trenholma@ccrce.ca,7110 Hwy 366
2019,53,989,Northumberland Regional High School,,otoolem@ccrce.ca,104 Alma Rd
2019,53,1151,Oxford Regional Education Centre,,starrattd@ccrce.ca,249 Lower Main St
2019,53,649,Parrsboro Regional Elementary School,,collinsonn@ccrce.ca,PO Box 631
2019,53,715,Parrsboro Regional High School,,spenced@ccrce.ca,PO Box 370
2019,53,650,Pictou Academy,,pettipassa@ccrce.ca,200 Louise St
2019,53,252,Pugwash District High School,,bruntse@ccrce.ca,PO Box 100
2019,53,39,Rawdon District Elementary School,,noddinm@ccrce.ca,3713 Hwy 354
2019,53,916,Redcliff Middle School,,hazeltond@ccrce.ca,33 Sunset Lane
2019,53,251,River Hebert District School,,taylorv@ccrce.ca,2843 Barronsfield Rd
2019,53,923,Riverside Education Centre,,gattosc@ccrce.ca,6 Riverside Dr
2019,53,441,Salt Springs Elementary School,,nelsonrd@ccrce.ca,2080 West River Stn Rd
2019,53,4,Scotsburn Elementary School,,mccarrong@ccrce.ca,4100 Scotsburn Rd
2019,53,34,Shubenacadie District Elementary School,,harveyc@ccrce.ca,54 Mill Village Rd
2019,53,992,South Colchester Academy,,searlelm@ccrce.ca,207 Hwy 289
2019,53,1105,Spring Street Academy,,janesh@ccrce.ca,59 Spring St
2019,53,658,Springhill Junior-Senior High School,,conronb@ccrce.ca,PO Box 1060
2019,53,1195,Tatamagouche Regional Academy,,holmesb@ccrce.ca,92 Blair Ave
2019,53,428,Thorburn Consolidated School,,barkersp@ccrce.ca,13 New Row
2019,53,692,Trenton Elementary School,,fortunem@ccrce.ca,1 Sixth St
2019,53,690,Trenton Middle School,,macdonaldos@ccrce.ca,PO Box 10
2019,53,1146,Truro Elementary School,,lyndsjn@ccrce.ca,125 Curtis Dr
2019,53,45,Truro Junior High,,foxt@ccrce.ca,445 Young St
2019,53,40,Uniacke District School,,kingjl2@ccrce.ca,551 Hwy 1
2019,53,18,Upper Stewiacke Elementary School,,taitka@ccrce.ca,5327 Hwy 289
2019,53,12,Valley Elementary School,,wallk@ccrce.ca,96 Salmon River Rd
